eval_id,rater,case_id,surface,title,description,research_gap,evidence_references,relevance,novelty,plausibility,evidence_quality,notes
EV-34bd42173c,,recommender_x_fairness,gap,,"Possible gap: 'Advanced Graph Neural Networks' appears on only one side of this pairing (Recommender systems / Fairness in machine learning); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Advanced Graph Neural Networks' appears on only one side of this pairing (Recommender systems / Fairness in machine learning); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-34ec5dd57e,,climate_downscaling_x_deep_learning,gap,,"Future-work opportunity: Extending 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' to broader settings is suggested by the absence of such results in the abstract.","Future-work opportunity: Extending 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' to broader settings is suggested by the absence of such results in the abstract.","The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics",,,,,
EV-35d7690d13,,clinical_nlp_x_ehr,gap,,Future-work opportunity: Extending 'Large language models encode clinical knowledge' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Large language models encode clinical knowledge' to broader settings is suggested by the absence of such results in the abstract.,Large language models encode clinical knowledge,,,,,
EV-35e4fae4f8,,recommender_x_fairness,gap,,Future-work opportunity: Extending 'Research Domain Criteria (RDoC): Toward a New Classification Framework for Research on Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Research Domain Criteria (RDoC): Toward a New Classification Framework for Research on Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Research Domain Criteria (RDoC): Toward a New Classification Framework for Research on Mental Disorders,,,,,
EV-363fd23fe5,,recommender_x_fairness,gap,,"Possible gap: 'Caching and Content Delivery' appears on only one side of this pairing (Recommender systems / Fairness in machine learning); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Caching and Content Delivery' appears on only one side of this pairing (Recommender systems / Fairness in machine learning); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-38ced5d433,,materials_discovery_x_active_learning,intersection,Similarity bridge: 'Materials discovery and design using machine learning' and 'Recent advances and applications of machine learning in soli',The two corpus papers most similar (embedding-wise) to the combined researcher inputs are proposed as the basis of a joint direction.,Topics outside the top-ranked papers are least similar to the combined inputs for Machine learning for materials discovery and Active learning for experimental design; such topics are not jointly evidenced.,Materials discovery and design using machine learning; Recent advances and applications of machine learning in solid-state materials science; Commentary: The Materials Project: A materials genome approach to accelerating materials innovation,,,,,
EV-38e8d124e1,,quantum_chemistry_x_dft,hypothesis,,Applying the combined methodology suggested by 'Shared focus: advanced chemical physics studies + quantum and electron transport phenomena' will yield measurable gains on the shared problem; this remains to be empirically validated.,,,,,,,
EV-3a35b8e8e5,,speech_recognition_x_hearing_aids,gap,,Future-work opportunity: Extending 'The Illustrative Osteochondral Allograft-Based Cartilage Repair' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'The Illustrative Osteochondral Allograft-Based Cartilage Repair' to broader settings is suggested by the absence of such results in the abstract.,The Illustrative Osteochondral Allograft-Based Cartilage Repair,,,,,
EV-3b73a467af,,rl_x_sim_to_real,gap,,"Possible gap: 'Adaptive Dynamic Programming Control' appears on only one side of this pairing (Reinforcement learning for robot control / Sim-to-real transfer in robotics); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Adaptive Dynamic Programming Control' appears on only one side of this pairing (Reinforcement learning for robot control / Sim-to-real transfer in robotics); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-3d195983a0,,quantum_chemistry_x_dft,gap,,Future-work opportunity: Extending 'Supramolecular Binding Thermodynamics by Dispersion‐Corrected Density Functional Theory' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Supramolecular Binding Thermodynamics by Dispersion‐Corrected Density Functional Theory' to broader settings is suggested by the absence of such results in the abstract.,Supramolecular Binding Thermodynamics by Dispersion‐Corrected Density Functional Theory,,,,,
EV-3d901cdb77,,single_cell_x_transfer_learning,gap,,Future-work opportunity: Extending 'SCANPY: large-scale single-cell gene expression data analysis' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'SCANPY: large-scale single-cell gene expression data analysis' to broader settings is suggested by the absence of such results in the abstract.,SCANPY: large-scale single-cell gene expression data analysis,,,,,
EV-3e418ac01f,,clinical_nlp_x_ehr,gap,,Explicit limitation reported: The abstract of 'Validation of the theoretical domains framework for use in behaviour change and implementation research' does not report evaluation beyond framework.,Explicit limitation reported: The abstract of 'Validation of the theoretical domains framework for use in behaviour change and implementation research' does not report evaluation beyond framework.,Validation of the theoretical domains framework for use in behaviour change and implementation research,,,,,
EV-3f4cdfaff6,,climate_downscaling_x_deep_learning,gap,,Topics outside the top-ranked papers are least similar to the combined inputs for Statistical climate downscaling and Deep learning for earth observation; such topics are not jointly evidenced.,Topics outside the top-ranked papers are least similar to the combined inputs for Statistical climate downscaling and Deep learning for earth observation; such topics are not jointly evidenced.,Precipitation downscaling under climate change: Recent developments to bridge the gap between dynamical models and the end user; Statistical Downscaling and Bias Correction for Climate Research; Guidelines For Use Of Climate Scenarios Developed From Statistical Downscaling Methods.,,,,,
EV-3fc208e384,,causal_inference_x_clinical_ml,gap,,Future-work opportunity: Extending 'The NIMH Research Domain Criteria (RDoC) Project: Precision Medicine for Psychiatry' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'The NIMH Research Domain Criteria (RDoC) Project: Precision Medicine for Psychiatry' to broader settings is suggested by the absence of such results in the abstract.,The NIMH Research Domain Criteria (RDoC) Project: Precision Medicine for Psychiatry,,,,,
EV-3ff488415b,,recommender_x_fairness,gap,,Explicit limitation reported: The abstract of 'SciPy 1.0: fundamental algorithms for scientific computing in Python' does not report evaluation beyond scipy.,Explicit limitation reported: The abstract of 'SciPy 1.0: fundamental algorithms for scientific computing in Python' does not report evaluation beyond scipy.,SciPy 1.0: fundamental algorithms for scientific computing in Python,,,,,
EV-3ff9a261c8,,single_cell_x_transfer_learning,gap,,"Explicit limitation reported: The abstract of 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' does not report evaluation beyond rdoc.","Explicit limitation reported: The abstract of 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' does not report evaluation beyond rdoc.","The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics",,,,,
EV-402aae67be,,quantum_chemistry_x_dft,gap,,Explicit limitation reported: The abstract of 'Validation of the theoretical domains framework for use in behaviour change and implementation research' does not report evaluation beyond framework.,Explicit limitation reported: The abstract of 'Validation of the theoretical domains framework for use in behaviour change and implementation research' does not report evaluation beyond framework.,Validation of the theoretical domains framework for use in behaviour change and implementation research,,,,,
EV-412c876d8e,,causal_inference_x_clinical_ml,gap,,"Possible gap: 'Advanced Causal Inference Techniques' appears on only one side of this pairing (Causal inference in epidemiology / Machine learning for clinical prediction); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Advanced Causal Inference Techniques' appears on only one side of this pairing (Causal inference in epidemiology / Machine learning for clinical prediction); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-42c716d01c,,materials_discovery_x_active_learning,intersection,Bridging 'Recent advances and applications of machine learning in soli' and 'Materials discovery and design using machine learning',The two most overlapping papers share vocabulary with the combined expertise of Machine learning for materials discovery and Active learning for experimental design; combining their reported methods is a plausible joint direction.,No source paper in the retrieved set jointly covers 'Advanced Chemical Physics Studies' across Machine learning for materials discovery and Active learning for experimental design; a combined treatment is missing.,Recent advances and applications of machine learning in solid-state materials science; Materials discovery and design using machine learning; Machine learning the quantum-chemical properties of metal–organic frameworks for accelerated materials discovery,,,,,
EV-42ecfa9f49,,single_cell_x_transfer_learning,gap,,Future-work opportunity: Extending 'Exploring the Limits of Transfer Learning with a Unified Text-to-Text\n Transformer' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Exploring the Limits of Transfer Learning with a Unified Text-to-Text\n Transformer' to broader settings is suggested by the absence of such results in the abstract.,Exploring the Limits of Transfer Learning with a Unified Text-to-Text\n Transformer,,,,,
EV-43995f9772,,single_cell_x_transfer_learning,gap,,Future-work opportunity: Extending 'Benchmarking atlas-level data integration in single-cell genomics' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Benchmarking atlas-level data integration in single-cell genomics' to broader settings is suggested by the absence of such results in the abstract.,Benchmarking atlas-level data integration in single-cell genomics,,,,,
EV-442a610ff2,,recommender_x_fairness,gap,,Future-work opportunity: Extending 'Developing constructs for psychopathology research: Research domain criteria.' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Developing constructs for psychopathology research: Research domain criteria.' to broader settings is suggested by the absence of such results in the abstract.,Developing constructs for psychopathology research: Research domain criteria.,,,,,
EV-4533cce49b,,climate_downscaling_x_deep_learning,gap,,Future-work opportunity: Extending 'Tropical cyclones and climate change' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Tropical cyclones and climate change' to broader settings is suggested by the absence of such results in the abstract.,Tropical cyclones and climate change,,,,,
EV-45f2404322,,recommender_x_fairness,gap,,"Possible gap: 'Advanced Bandit Algorithms Research' appears on only one side of this pairing (Recommender systems / Fairness in machine learning); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Advanced Bandit Algorithms Research' appears on only one side of this pairing (Recommender systems / Fairness in machine learning); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-476ea08d4a,,quantum_chemistry_x_dft,gap,,"Future-work opportunity: Extending 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' to broader settings is suggested by the absence of such results in the abstract.","Future-work opportunity: Extending 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' to broader settings is suggested by the absence of such results in the abstract.","The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics",,,,,
EV-4796fb9c43,,gnn_x_protein_structure,gap,,Future-work opportunity: Extending 'Molecular Docking: Shifting Paradigms in Drug Discovery' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Molecular Docking: Shifting Paradigms in Drug Discovery' to broader settings is suggested by the absence of such results in the abstract.,Molecular Docking: Shifting Paradigms in Drug Discovery,,,,,
EV-47e9bf4269,,gnn_x_protein_structure,gap,,Future-work opportunity: Extending 'Diagnostic and Statistical Manual of Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Diagnostic and Statistical Manual of Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Diagnostic and Statistical Manual of Mental Disorders,,,,,
EV-494384932a,,causal_inference_x_clinical_ml,intersection,Similarity bridge: 'Machine learning applications in cancer prognosis and predic' and 'The MR-Base platform supports systematic causal inference ac',The two corpus papers most similar (embedding-wise) to the combined researcher inputs are proposed as the basis of a joint direction.,Topics outside the top-ranked papers are least similar to the combined inputs for Causal inference in epidemiology and Machine learning for clinical prediction; such topics are not jointly evidenced.,Machine learning applications in cancer prognosis and prediction; The MR-Base platform supports systematic causal inference across the human phenome; Marginal Structural Models and Causal Inference in Epidemiology,,,,,
EV-4963deac5a,,clinical_nlp_x_ehr,gap,,Topics outside the top-ranked papers are least similar to the combined inputs for Natural language processing for clinical text and Electronic health record analytics; such topics are not jointly evidenced.,Topics outside the top-ranked papers are least similar to the combined inputs for Natural language processing for clinical text and Electronic health record analytics; such topics are not jointly evidenced.,Machine Learning and Data Mining Methods in Diabetes Research; Deep EHR: A Survey of Recent Advances in Deep Learning Techniques for Electronic Health Record (EHR) Analysis; Scalable and accurate deep learning with electronic health records,,,,,
EV-49dc1e4465,,materials_discovery_x_active_learning,hypothesis,,Combining the methods reported in the top retrieved papers will yield gains on No source paper in the retrieved set jointly covers 'Advanced Chemical Physics Studies' across Machine learning for materials discovery and Active learning for experimental design; a combined treatment is missing.,,Recent advances and applications of machine learning in solid-state materials science; Materials discovery and design using machine learning; Machine learning the quantum-chemical properties of metal–organic frameworks for accelerated materials discovery,,,,,
EV-4a0f862d85,,clinical_nlp_x_ehr,hypothesis,,"Combining the complementary expertise described in 'Bridging illustrative x illustrative: combining Natural language processing for clinical text and Electronic health record analytics expertise' will yield measurable gains on the identified shared problem, as motivated by the cited evidence.",,Large language models encode clinical knowledge,,,,,
EV-4a8ffa82e5,,materials_discovery_x_active_learning,gap,,Topics outside the top-ranked papers are least similar to the combined inputs for Machine learning for materials discovery and Active learning for experimental design; such topics are not jointly evidenced.,Topics outside the top-ranked papers are least similar to the combined inputs for Machine learning for materials discovery and Active learning for experimental design; such topics are not jointly evidenced.,Materials discovery and design using machine learning; Recent advances and applications of machine learning in solid-state materials science; Commentary: The Materials Project: A materials genome approach to accelerating materials innovation,,,,,
EV-4af2fdac03,,knowledge_graph_x_question_answering,intersection,Bridging 'Knowledge Graph Embedding: A Survey of Approaches and Applic' and 'Knowledge Graph Embedding by Translating on Hyperplanes',The two most overlapping papers share vocabulary with the combined expertise of Knowledge graph embeddings and Question answering over knowledge bases; combining their reported methods is a plausible joint direction.,No source paper in the retrieved set jointly covers 'Multimodal Machine Learning Applications' across Knowledge graph embeddings and Question answering over knowledge bases; a combined treatment is missing.,Knowledge Graph Embedding: A Survey of Approaches and Applications; Knowledge Graph Embedding by Translating on Hyperplanes; Learning Entity and Relation Embeddings for Knowledge Graph Completion,,,,,
EV-4b5f7724ed,,rl_x_sim_to_real,gap,,"Possible gap: 'Reinforcement Learning in Robotics' appears on only one side of this pairing (Reinforcement learning for robot control / Sim-to-real transfer in robotics); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Reinforcement Learning in Robotics' appears on only one side of this pairing (Reinforcement learning for robot control / Sim-to-real transfer in robotics); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-4c9361ceb6,,climate_downscaling_x_deep_learning,intersection,Exploratory pairing: Statistical climate downscaling and Deep learning for earth observation,"The combined expertise suggests a joint direction, but no evidence was retrieved to substantiate a specific intersection.",,,,,,,
EV-4ca42441c3,,materials_discovery_x_active_learning,intersection,Shared focus: computational drug discovery methods + machine learning in materials science,Both profiles reference 'computational drug discovery methods'. Combining Machine learning for materials discovery's methods (see profile) with Active learning for experimental design's methods (see profile) may advance the shared problem.,,,,,,,
EV-4e2946fb44,,quantum_chemistry_x_dft,gap,,"Possible gap: 'Quantum Computing Algorithms and Architecture' appears on only one side of this pairing (Quantum computing for chemistry / Density functional theory); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Quantum Computing Algorithms and Architecture' appears on only one side of this pairing (Quantum computing for chemistry / Density functional theory); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-4e4d86528e,,materials_discovery_x_active_learning,gap,,Explicit limitation reported: The abstract of 'Active Learning Literature Survey' does not report evaluation beyond learning.,Explicit limitation reported: The abstract of 'Active Learning Literature Survey' does not report evaluation beyond learning.,Active Learning Literature Survey,,,,,
EV-4f12a023db,,federated_learning_x_privacy,gap,,Future-work opportunity: Extending 'Federated learning and differential privacy for medical image analysis' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Federated learning and differential privacy for medical image analysis' to broader settings is suggested by the absence of such results in the abstract.,Federated learning and differential privacy for medical image analysis,,,,,
EV-4f160bfc02,,climate_downscaling_x_deep_learning,intersection,Bridging illustrative x illustrative: combining Statistical climate downscaling and Deep learning for earth observation expertise,Both publication records touch 'illustrative x illustrative'. A joint direction could combine the methods of Statistical climate downscaling with the methods of Deep learning for earth observation to address the identified gap. No relevant evidence was found in the searched literature.,Explicit limitation reported: The abstract of 'Tackling Climate Change with Machine Learning' does not report evaluation beyond learning.,Tackling Climate Change with Machine Learning,,,,,
EV-505d6ec804,,gnn_x_protein_structure,hypothesis,,Combining the methods reported in the top retrieved papers will yield gains on No source paper in the retrieved set jointly covers 'Advanced Graph Neural Networks' across Graph neural networks for drug discovery and Protein structure prediction; a combined treatment is missing.,,The rise of deep learning in drug discovery; Highly accurate protein structure prediction with AlphaFold; Neural Message Passing for Quantum Chemistry,,,,,
EV-507b246063,,climate_downscaling_x_deep_learning,gap,,Future-work opportunity: Extending 'Deep Learning for Daily Precipitation and Temperature Downscaling' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Deep Learning for Daily Precipitation and Temperature Downscaling' to broader settings is suggested by the absence of such results in the abstract.,Deep Learning for Daily Precipitation and Temperature Downscaling,,,,,
EV-50e86c2b33,,federated_learning_x_privacy,gap,,Future-work opportunity: Extending 'The future of digital health with federated learning' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'The future of digital health with federated learning' to broader settings is suggested by the absence of such results in the abstract.,The future of digital health with federated learning,,,,,
EV-518bab1ca5,,speech_recognition_x_hearing_aids,intersection,Bridging 'A Consolidated Perspective on Multimicrophone Speech Enhance' and 'Hearing Impairment and Cognitive Energy: The Framework for U',The two most overlapping papers share vocabulary with the combined expertise of Automatic speech recognition and Speech enhancement for hearing aids; combining their reported methods is a plausible joint direction.,Retrieved coverage is limited to the listed papers; a deeper corpus would be needed to confirm gaps between Automatic speech recognition and Speech enhancement for hearing aids.,A Consolidated Perspective on Multimicrophone Speech Enhancement and Source Separation; Hearing Impairment and Cognitive Energy: The Framework for Understanding Effortful Listening (FUEL); Why do people fitted with hearing aids not wear them?,,,,,
EV-51a26e7e5a,,federated_learning_x_privacy,gap,,Explicit limitation reported: The abstract of 'Federated learning and differential privacy for medical image analysis' does not report evaluation beyond medical.,Explicit limitation reported: The abstract of 'Federated learning and differential privacy for medical image analysis' does not report evaluation beyond medical.,Federated learning and differential privacy for medical image analysis,,,,,
EV-522736f60c,,rl_x_sim_to_real,gap,,Explicit limitation reported: The abstract of 'Validation of the theoretical domains framework for use in behaviour change and implementation research' does not report evaluation beyond framework.,Explicit limitation reported: The abstract of 'Validation of the theoretical domains framework for use in behaviour change and implementation research' does not report evaluation beyond framework.,Validation of the theoretical domains framework for use in behaviour change and implementation research,,,,,
EV-5253cd8990,,federated_learning_x_privacy,gap,,Topics outside the top-ranked papers are least similar to the combined inputs for Federated learning for healthcare and Differential privacy in machine learning; such topics are not jointly evidenced.,Topics outside the top-ranked papers are least similar to the combined inputs for Federated learning for healthcare and Differential privacy in machine learning; such topics are not jointly evidenced.,"Federated Learning for Smart Healthcare: A Survey; Deep learning for healthcare: review, opportunities and challenges; Advances and Open Problems in Federated Learning",,,,,
EV-53349bf7d4,,single_cell_x_transfer_learning,gap,,Explicit limitation reported: The abstract of 'A survey of transfer learning' does not report evaluation beyond data.,Explicit limitation reported: The abstract of 'A survey of transfer learning' does not report evaluation beyond data.,A survey of transfer learning,,,,,
EV-542445dc0b,,speech_recognition_x_hearing_aids,gap,,Future-work opportunity: Extending 'AUTOMATIC SPEECH RECOGNITION THAT INCLUDES VISUAL SPEECH CUES' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'AUTOMATIC SPEECH RECOGNITION THAT INCLUDES VISUAL SPEECH CUES' to broader settings is suggested by the absence of such results in the abstract.,AUTOMATIC SPEECH RECOGNITION THAT INCLUDES VISUAL SPEECH CUES,,,,,
EV-552de4da4b,,rl_x_sim_to_real,gap,,Future-work opportunity: Extending 'Diagnostic and Statistical Manual of Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Diagnostic and Statistical Manual of Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Diagnostic and Statistical Manual of Mental Disorders,,,,,
EV-5557a0fc17,,federated_learning_x_privacy,gap,,"Explicit limitation reported: The abstract of 'Deep learning for healthcare: review, opportunities and challenges' does not report evaluation beyond data.","Explicit limitation reported: The abstract of 'Deep learning for healthcare: review, opportunities and challenges' does not report evaluation beyond data.","Deep learning for healthcare: review, opportunities and challenges",,,,,
EV-5704fb9a3d,,gnn_x_protein_structure,gap,,Topics outside the top-ranked papers are least similar to the combined inputs for Graph neural networks for drug discovery and Protein structure prediction; such topics are not jointly evidenced.,Topics outside the top-ranked papers are least similar to the combined inputs for Graph neural networks for drug discovery and Protein structure prediction; such topics are not jointly evidenced.,SWISS-MODEL: homology modelling of protein structures and complexes; Scientific Machine Learning Through Physics–Informed Neural Networks: Where we are and What’s Next; Neural Message Passing for Quantum Chemistry,,,,,
EV-57f748bad3,,clinical_nlp_x_ehr,hypothesis,,Applying the combined methodology suggested by 'Shared focus: artificial intelligence in healthcare and education + biomedical text mining and ontologies' will yield measurable gains on the shared problem; this remains to be empirically validated.,,,,,,,
EV-58b33caa9a,,rl_x_sim_to_real,intersection,Similarity bridge: 'Sim-to-Real Transfer in Deep Reinforcement Learning for Robo' and 'Active Learning Literature Survey',The two corpus papers most similar (embedding-wise) to the combined researcher inputs are proposed as the basis of a joint direction.,Topics outside the top-ranked papers are least similar to the combined inputs for Reinforcement learning for robot control and Sim-to-real transfer in robotics; such topics are not jointly evidenced.,Sim-to-Real Transfer in Deep Reinforcement Learning for Robotics: a Survey; Active Learning Literature Survey; Sim-to-Real Transfer of Robotic Control with Dynamics Randomization,,,,,
EV-593bb4bf16,,federated_learning_x_privacy,gap,,Future-work opportunity: Extending 'Validation of the theoretical domains framework for use in behaviour change and implementation research' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Validation of the theoretical domains framework for use in behaviour change and implementation research' to broader settings is suggested by the absence of such results in the abstract.,Validation of the theoretical domains framework for use in behaviour change and implementation research,,,,,
EV-598a2f89dc,,climate_downscaling_x_deep_learning,hypothesis,,Combining the methods reported in the top retrieved papers will yield gains on Retrieved coverage is limited to the listed papers; a deeper corpus would be needed to confirm gaps between Statistical climate downscaling and Deep learning for earth observation.,,Transferring Deep Convolutional Neural Networks for the Scene Classification of High-Resolution Remote Sensing Imagery; Deep learning in remote sensing applications: A meta-analysis and review; Precipitation downscaling under climate change: Recent developments to bridge the gap between dynamical models and the end user,,,,,
EV-5a50a43a73,,single_cell_x_transfer_learning,gap,,Future-work opportunity: Extending 'A survey of transfer learning' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'A survey of transfer learning' to broader settings is suggested by the absence of such results in the abstract.,A survey of transfer learning,,,,,
EV-5b0710c043,,gnn_x_protein_structure,gap,,Future-work opportunity: Extending 'Compound–protein interaction prediction with end-to-end learning of neural networks for graphs and sequences' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Compound–protein interaction prediction with end-to-end learning of neural networks for graphs and sequences' to broader settings is suggested by the absence of such results in the abstract.,Compound–protein interaction prediction with end-to-end learning of neural networks for graphs and sequences,,,,,
EV-5b67479458,,knowledge_graph_x_question_answering,gap,,Explicit limitation reported: The abstract of 'Variational Reasoning for Question Answering With Knowledge Graph' does not report evaluation beyond questions.,Explicit limitation reported: The abstract of 'Variational Reasoning for Question Answering With Knowledge Graph' does not report evaluation beyond questions.,Variational Reasoning for Question Answering With Knowledge Graph,,,,,
EV-5c7480eafb,,speech_recognition_x_hearing_aids,gap,,Future-work opportunity: Extending 'Research Domain Criteria' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Research Domain Criteria' to broader settings is suggested by the absence of such results in the abstract.,Research Domain Criteria,,,,,
EV-5d80b416e8,,single_cell_x_transfer_learning,gap,,"Possible gap: 'Gene expression and cancer classification' appears on only one side of this pairing (Single-cell genomics / Transfer learning in bioinformatics); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Gene expression and cancer classification' appears on only one side of this pairing (Single-cell genomics / Transfer learning in bioinformatics); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-5d81c3f5c7,,single_cell_x_transfer_learning,gap,,"Possible gap: 'Single-cell and spatial transcriptomics' appears on only one side of this pairing (Single-cell genomics / Transfer learning in bioinformatics); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Single-cell and spatial transcriptomics' appears on only one side of this pairing (Single-cell genomics / Transfer learning in bioinformatics); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-5f93d883b2,,materials_discovery_x_active_learning,hypothesis,,The most embedding-similar papers jointly cover the researchers' interests; combining their methods warrants empirical evaluation.,,Materials discovery and design using machine learning; Recent advances and applications of machine learning in solid-state materials science; Commentary: The Materials Project: A materials genome approach to accelerating materials innovation,,,,,
EV-6003636985,,causal_inference_x_clinical_ml,gap,,Future-work opportunity: Extending 'A Persona-Based Neural Conversation Model' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'A Persona-Based Neural Conversation Model' to broader settings is suggested by the absence of such results in the abstract.,A Persona-Based Neural Conversation Model,,,,,
EV-60d44f1a75,,materials_discovery_x_active_learning,gap,,Future-work opportunity: Extending 'Research Domain Criteria (RDoC): Toward a New Classification Framework for Research on Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Research Domain Criteria (RDoC): Toward a New Classification Framework for Research on Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Research Domain Criteria (RDoC): Toward a New Classification Framework for Research on Mental Disorders,,,,,
EV-6155a83e50,,causal_inference_x_clinical_ml,gap,,Future-work opportunity: Extending 'TRIPOD+AI statement: updated guidance for reporting clinical prediction models that use regression or machine learning methods' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'TRIPOD+AI statement: updated guidance for reporting clinical prediction models that use regression or machine learning methods' to broader settings is suggested by the absence of such results in the abstract.,TRIPOD+AI statement: updated guidance for reporting clinical prediction models that use regression or machine learning methods,,,,,
EV-616436ecb4,,causal_inference_x_clinical_ml,hypothesis,,"Combining the complementary expertise described in 'Bridging illustrative x illustrative: combining Causal inference in epidemiology and Machine learning for clinical prediction expertise' will yield measurable gains on the identified shared problem, as motivated by the cited evidence.",,TRIPOD+AI statement: updated guidance for reporting clinical prediction models that use regression or machine learning methods,,,,,
EV-62e60d2577,,gnn_x_protein_structure,gap,,Explicit limitation reported: The abstract of 'Modeling polypharmacy side effects with graph convolutional networks' does not report evaluation beyond side.,Explicit limitation reported: The abstract of 'Modeling polypharmacy side effects with graph convolutional networks' does not report evaluation beyond side.,Modeling polypharmacy side effects with graph convolutional networks,,,,,
EV-62f42c862d,,quantum_chemistry_x_dft,gap,,Future-work opportunity: Extending 'Asymptotic and resampling strategies for assessing and comparing indirect effects in multiple mediator models' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Asymptotic and resampling strategies for assessing and comparing indirect effects in multiple mediator models' to broader settings is suggested by the absence of such results in the abstract.,Asymptotic and resampling strategies for assessing and comparing indirect effects in multiple mediator models,,,,,
EV-6385c2103b,,gnn_x_protein_structure,gap,,No source paper in the retrieved set jointly covers 'Advanced Graph Neural Networks' across Graph neural networks for drug discovery and Protein structure prediction; a combined treatment is missing.,No source paper in the retrieved set jointly covers 'Advanced Graph Neural Networks' across Graph neural networks for drug discovery and Protein structure prediction; a combined treatment is missing.,The rise of deep learning in drug discovery; Highly accurate protein structure prediction with AlphaFold; Neural Message Passing for Quantum Chemistry,,,,,
EV-63bc4985c0,,rl_x_sim_to_real,gap,,Explicit limitation reported: The abstract of 'Developing constructs for psychopathology research: Research domain criteria.' does not report evaluation beyond mechanisms.,Explicit limitation reported: The abstract of 'Developing constructs for psychopathology research: Research domain criteria.' does not report evaluation beyond mechanisms.,Developing constructs for psychopathology research: Research domain criteria.,,,,,
