dataset_id,case_id,system,metric,metric_label,kind,requires_human,value
real_case_study_v1,quantum_chemistry_x_dft,llm_only,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,0.0000
real_case_study_v1,quantum_chemistry_x_dft,llm_only,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.3750
real_case_study_v1,quantum_chemistry_x_dft,llm_only,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,quantum_chemistry_x_dft,pipeline,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,quantum_chemistry_x_dft,pipeline,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.0000
real_case_study_v1,quantum_chemistry_x_dft,pipeline,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,quantum_chemistry_x_dft,pipeline,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,quantum_chemistry_x_dft,pipeline,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,quantum_chemistry_x_dft,pipeline,intersection_relevance,Intersection relevance (proxy),automatic,True,0.2500
real_case_study_v1,quantum_chemistry_x_dft,pipeline,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,0.0000
real_case_study_v1,quantum_chemistry_x_dft,pipeline,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.0000
real_case_study_v1,quantum_chemistry_x_dft,pipeline,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,recommender_x_fairness,keyword,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,recommender_x_fairness,keyword,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.3333
real_case_study_v1,recommender_x_fairness,keyword,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,recommender_x_fairness,keyword,citation_coverage,Citation coverage (recall),automatic,False,0.3333
real_case_study_v1,recommender_x_fairness,keyword,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,recommender_x_fairness,keyword,intersection_relevance,Intersection relevance (proxy),automatic,True,0.6667
real_case_study_v1,recommender_x_fairness,keyword,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,recommender_x_fairness,keyword,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.5000
real_case_study_v1,recommender_x_fairness,keyword,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,recommender_x_fairness,embedding,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,recommender_x_fairness,embedding,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.0000
real_case_study_v1,recommender_x_fairness,embedding,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,recommender_x_fairness,embedding,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,recommender_x_fairness,embedding,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,recommender_x_fairness,embedding,intersection_relevance,Intersection relevance (proxy),automatic,True,0.0000
real_case_study_v1,recommender_x_fairness,embedding,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,recommender_x_fairness,embedding,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.0000
real_case_study_v1,recommender_x_fairness,embedding,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,recommender_x_fairness,llm_only,evidence_citation_validity,Evidence citation validity,automatic,False,
real_case_study_v1,recommender_x_fairness,llm_only,evidence_grounding_precision,Evidence grounding precision,automatic,False,
real_case_study_v1,recommender_x_fairness,llm_only,hallucination_rate,Hallucination rate,automatic,False,
real_case_study_v1,recommender_x_fairness,llm_only,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,recommender_x_fairness,llm_only,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,recommender_x_fairness,llm_only,intersection_relevance,Intersection relevance (proxy),automatic,True,1.0000
real_case_study_v1,recommender_x_fairness,llm_only,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,0.0000
real_case_study_v1,recommender_x_fairness,llm_only,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.3333
real_case_study_v1,recommender_x_fairness,llm_only,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,recommender_x_fairness,pipeline,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,recommender_x_fairness,pipeline,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.0000
real_case_study_v1,recommender_x_fairness,pipeline,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,recommender_x_fairness,pipeline,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,recommender_x_fairness,pipeline,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,recommender_x_fairness,pipeline,intersection_relevance,Intersection relevance (proxy),automatic,True,0.6667
real_case_study_v1,recommender_x_fairness,pipeline,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,recommender_x_fairness,pipeline,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.4167
real_case_study_v1,recommender_x_fairness,pipeline,experiment_design_completeness,Experiment-design completeness,automatic,False,0.8889
real_case_study_v1,single_cell_x_transfer_learning,keyword,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,single_cell_x_transfer_learning,keyword,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.3333
real_case_study_v1,single_cell_x_transfer_learning,keyword,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,single_cell_x_transfer_learning,keyword,citation_coverage,Citation coverage (recall),automatic,False,0.3333
real_case_study_v1,single_cell_x_transfer_learning,keyword,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,single_cell_x_transfer_learning,keyword,intersection_relevance,Intersection relevance (proxy),automatic,True,0.5000
real_case_study_v1,single_cell_x_transfer_learning,keyword,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,single_cell_x_transfer_learning,keyword,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.3333
real_case_study_v1,single_cell_x_transfer_learning,keyword,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,single_cell_x_transfer_learning,embedding,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,single_cell_x_transfer_learning,embedding,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.3333
real_case_study_v1,single_cell_x_transfer_learning,embedding,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,single_cell_x_transfer_learning,embedding,citation_coverage,Citation coverage (recall),automatic,False,0.3333
real_case_study_v1,single_cell_x_transfer_learning,embedding,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,single_cell_x_transfer_learning,embedding,intersection_relevance,Intersection relevance (proxy),automatic,True,0.5000
real_case_study_v1,single_cell_x_transfer_learning,embedding,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,single_cell_x_transfer_learning,embedding,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.2917
real_case_study_v1,single_cell_x_transfer_learning,embedding,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,single_cell_x_transfer_learning,llm_only,evidence_citation_validity,Evidence citation validity,automatic,False,
real_case_study_v1,single_cell_x_transfer_learning,llm_only,evidence_grounding_precision,Evidence grounding precision,automatic,False,
real_case_study_v1,single_cell_x_transfer_learning,llm_only,hallucination_rate,Hallucination rate,automatic,False,
real_case_study_v1,single_cell_x_transfer_learning,llm_only,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,single_cell_x_transfer_learning,llm_only,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,single_cell_x_transfer_learning,llm_only,intersection_relevance,Intersection relevance (proxy),automatic,True,1.0000
real_case_study_v1,single_cell_x_transfer_learning,llm_only,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,0.0000
real_case_study_v1,single_cell_x_transfer_learning,llm_only,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.1667
real_case_study_v1,single_cell_x_transfer_learning,llm_only,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,single_cell_x_transfer_learning,pipeline,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,single_cell_x_transfer_learning,pipeline,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.0000
real_case_study_v1,single_cell_x_transfer_learning,pipeline,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,single_cell_x_transfer_learning,pipeline,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,single_cell_x_transfer_learning,pipeline,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,single_cell_x_transfer_learning,pipeline,intersection_relevance,Intersection relevance (proxy),automatic,True,0.5000
real_case_study_v1,single_cell_x_transfer_learning,pipeline,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,single_cell_x_transfer_learning,pipeline,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.1667
real_case_study_v1,single_cell_x_transfer_learning,pipeline,experiment_design_completeness,Experiment-design completeness,automatic,False,0.8889
real_case_study_v1,materials_discovery_x_active_learning,keyword,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,materials_discovery_x_active_learning,keyword,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.0000
real_case_study_v1,materials_discovery_x_active_learning,keyword,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,materials_discovery_x_active_learning,keyword,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,materials_discovery_x_active_learning,keyword,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,materials_discovery_x_active_learning,keyword,intersection_relevance,Intersection relevance (proxy),automatic,True,0.7500
real_case_study_v1,materials_discovery_x_active_learning,keyword,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,materials_discovery_x_active_learning,keyword,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.5000
real_case_study_v1,materials_discovery_x_active_learning,keyword,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,materials_discovery_x_active_learning,embedding,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,materials_discovery_x_active_learning,embedding,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.3333
real_case_study_v1,materials_discovery_x_active_learning,embedding,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,materials_discovery_x_active_learning,embedding,citation_coverage,Citation coverage (recall),automatic,False,0.3333
real_case_study_v1,materials_discovery_x_active_learning,embedding,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,materials_discovery_x_active_learning,embedding,intersection_relevance,Intersection relevance (proxy),automatic,True,0.7500
real_case_study_v1,materials_discovery_x_active_learning,embedding,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,materials_discovery_x_active_learning,embedding,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.2917
real_case_study_v1,materials_discovery_x_active_learning,embedding,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,materials_discovery_x_active_learning,llm_only,evidence_citation_validity,Evidence citation validity,automatic,False,
real_case_study_v1,materials_discovery_x_active_learning,llm_only,evidence_grounding_precision,Evidence grounding precision,automatic,False,
real_case_study_v1,materials_discovery_x_active_learning,llm_only,hallucination_rate,Hallucination rate,automatic,False,
real_case_study_v1,materials_discovery_x_active_learning,llm_only,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,materials_discovery_x_active_learning,llm_only,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,materials_discovery_x_active_learning,llm_only,intersection_relevance,Intersection relevance (proxy),automatic,True,1.0000
real_case_study_v1,materials_discovery_x_active_learning,llm_only,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,0.0000
real_case_study_v1,materials_discovery_x_active_learning,llm_only,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.3750
real_case_study_v1,materials_discovery_x_active_learning,llm_only,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,materials_discovery_x_active_learning,pipeline,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,materials_discovery_x_active_learning,pipeline,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.0000
real_case_study_v1,materials_discovery_x_active_learning,pipeline,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,materials_discovery_x_active_learning,pipeline,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,materials_discovery_x_active_learning,pipeline,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,materials_discovery_x_active_learning,pipeline,intersection_relevance,Intersection relevance (proxy),automatic,True,0.7500
real_case_study_v1,materials_discovery_x_active_learning,pipeline,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,0.0000
real_case_study_v1,materials_discovery_x_active_learning,pipeline,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.3750
real_case_study_v1,materials_discovery_x_active_learning,pipeline,experiment_design_completeness,Experiment-design completeness,automatic,False,0.8889
real_case_study_v1,knowledge_graph_x_question_answering,keyword,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,knowledge_graph_x_question_answering,keyword,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.0000
real_case_study_v1,knowledge_graph_x_question_answering,keyword,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,knowledge_graph_x_question_answering,keyword,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,knowledge_graph_x_question_answering,keyword,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,knowledge_graph_x_question_answering,keyword,intersection_relevance,Intersection relevance (proxy),automatic,True,0.3333
real_case_study_v1,knowledge_graph_x_question_answering,keyword,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,knowledge_graph_x_question_answering,keyword,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.5000
real_case_study_v1,knowledge_graph_x_question_answering,keyword,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,knowledge_graph_x_question_answering,embedding,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,knowledge_graph_x_question_answering,embedding,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.0000
real_case_study_v1,knowledge_graph_x_question_answering,embedding,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,knowledge_graph_x_question_answering,embedding,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,knowledge_graph_x_question_answering,embedding,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,knowledge_graph_x_question_answering,embedding,intersection_relevance,Intersection relevance (proxy),automatic,True,0.3333
real_case_study_v1,knowledge_graph_x_question_answering,embedding,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,knowledge_graph_x_question_answering,embedding,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.0000
real_case_study_v1,knowledge_graph_x_question_answering,embedding,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,knowledge_graph_x_question_answering,llm_only,evidence_citation_validity,Evidence citation validity,automatic,False,
real_case_study_v1,knowledge_graph_x_question_answering,llm_only,evidence_grounding_precision,Evidence grounding precision,automatic,False,
real_case_study_v1,knowledge_graph_x_question_answering,llm_only,hallucination_rate,Hallucination rate,automatic,False,
real_case_study_v1,knowledge_graph_x_question_answering,llm_only,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,knowledge_graph_x_question_answering,llm_only,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,knowledge_graph_x_question_answering,llm_only,intersection_relevance,Intersection relevance (proxy),automatic,True,1.0000
real_case_study_v1,knowledge_graph_x_question_answering,llm_only,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,0.0000
real_case_study_v1,knowledge_graph_x_question_answering,llm_only,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.5000
real_case_study_v1,knowledge_graph_x_question_answering,llm_only,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,knowledge_graph_x_question_answering,pipeline,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,knowledge_graph_x_question_answering,pipeline,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.0000
real_case_study_v1,knowledge_graph_x_question_answering,pipeline,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,knowledge_graph_x_question_answering,pipeline,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,knowledge_graph_x_question_answering,pipeline,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,knowledge_graph_x_question_answering,pipeline,intersection_relevance,Intersection relevance (proxy),automatic,True,0.3333
real_case_study_v1,knowledge_graph_x_question_answering,pipeline,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,knowledge_graph_x_question_answering,pipeline,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.1667
real_case_study_v1,knowledge_graph_x_question_answering,pipeline,experiment_design_completeness,Experiment-design completeness,automatic,False,0.8889
real_case_study_v1,speech_recognition_x_hearing_aids,keyword,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,speech_recognition_x_hearing_aids,keyword,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.0000
real_case_study_v1,speech_recognition_x_hearing_aids,keyword,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,speech_recognition_x_hearing_aids,keyword,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,speech_recognition_x_hearing_aids,keyword,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,speech_recognition_x_hearing_aids,keyword,intersection_relevance,Intersection relevance (proxy),automatic,True,0.6667
real_case_study_v1,speech_recognition_x_hearing_aids,keyword,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,speech_recognition_x_hearing_aids,keyword,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.1667
real_case_study_v1,speech_recognition_x_hearing_aids,keyword,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,speech_recognition_x_hearing_aids,embedding,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,speech_recognition_x_hearing_aids,embedding,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.0000
real_case_study_v1,speech_recognition_x_hearing_aids,embedding,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,speech_recognition_x_hearing_aids,embedding,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,speech_recognition_x_hearing_aids,embedding,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,speech_recognition_x_hearing_aids,embedding,intersection_relevance,Intersection relevance (proxy),automatic,True,0.3333
real_case_study_v1,speech_recognition_x_hearing_aids,embedding,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,speech_recognition_x_hearing_aids,embedding,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.0000
real_case_study_v1,speech_recognition_x_hearing_aids,embedding,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,speech_recognition_x_hearing_aids,llm_only,evidence_citation_validity,Evidence citation validity,automatic,False,
real_case_study_v1,speech_recognition_x_hearing_aids,llm_only,evidence_grounding_precision,Evidence grounding precision,automatic,False,
real_case_study_v1,speech_recognition_x_hearing_aids,llm_only,hallucination_rate,Hallucination rate,automatic,False,
real_case_study_v1,speech_recognition_x_hearing_aids,llm_only,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,speech_recognition_x_hearing_aids,llm_only,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,speech_recognition_x_hearing_aids,llm_only,intersection_relevance,Intersection relevance (proxy),automatic,True,1.0000
real_case_study_v1,speech_recognition_x_hearing_aids,llm_only,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,0.0000
real_case_study_v1,speech_recognition_x_hearing_aids,llm_only,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.1667
real_case_study_v1,speech_recognition_x_hearing_aids,llm_only,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,speech_recognition_x_hearing_aids,pipeline,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,speech_recognition_x_hearing_aids,pipeline,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.0000
real_case_study_v1,speech_recognition_x_hearing_aids,pipeline,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,speech_recognition_x_hearing_aids,pipeline,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,speech_recognition_x_hearing_aids,pipeline,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,speech_recognition_x_hearing_aids,pipeline,intersection_relevance,Intersection relevance (proxy),automatic,True,0.3333
real_case_study_v1,speech_recognition_x_hearing_aids,pipeline,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,speech_recognition_x_hearing_aids,pipeline,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.3750
real_case_study_v1,speech_recognition_x_hearing_aids,pipeline,experiment_design_completeness,Experiment-design completeness,automatic,False,0.8889
real_case_study_v1,*,keyword,relevance,human_relevance,human,True,pending
real_case_study_v1,*,embedding,relevance,human_relevance,human,True,pending
real_case_study_v1,*,llm_only,relevance,human_relevance,human,True,pending
real_case_study_v1,*,pipeline,relevance,human_relevance,human,True,pending
real_case_study_v1,*,keyword,novelty,human_novelty,human,True,pending
real_case_study_v1,*,embedding,novelty,human_novelty,human,True,pending
real_case_study_v1,*,llm_only,novelty,human_novelty,human,True,pending
real_case_study_v1,*,pipeline,novelty,human_novelty,human,True,pending
real_case_study_v1,*,keyword,plausibility,human_plausibility,human,True,pending
real_case_study_v1,*,embedding,plausibility,human_plausibility,human,True,pending
real_case_study_v1,*,llm_only,plausibility,human_plausibility,human,True,pending
real_case_study_v1,*,pipeline,plausibility,human_plausibility,human,True,pending
real_case_study_v1,*,keyword,evidence_quality,human_evidence_quality,human,True,pending
real_case_study_v1,*,embedding,evidence_quality,human_evidence_quality,human,True,pending
real_case_study_v1,*,llm_only,evidence_quality,human_evidence_quality,human,True,pending
real_case_study_v1,*,pipeline,evidence_quality,human_evidence_quality,human,True,pending
